modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,powerNetworkStandby,moisture,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerStandbyMode,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness
MF200W80B/E,1400.0,FREE_STANDING,"[2021, 9, 15]",1400.0,8.0,B,37.0,23.0,48.0,24.0,85.0,,53.9,1400.0,60.0,B,,0.5,www.coolwasher.com,168.0,168.0,0.545,76.0,48.0,B,218.0,60.0,Midea,55.0,33.0,4.0,5.0
WIW-91215,1200.0,FREE_STANDING,"[2021, 9, 15]",1200.0,9.0,B,44.0,24.0,58.0,24.0,85.0,,53.0,1200.0,69.0,B,1.0,0.5,www.morris.dk,174.0,145.0,0.656,74.0,50.0,C,228.0,60.0,MORRIS,66.0,33.0,4.0,5.0
WIW-81215,1200.0,FREE_STANDING,"[2021, 9, 15]",1200.0,8.0,B,45.0,26.0,56.0,24.0,85.0,,52.0,1200.0,69.0,B,1.0,0.5,www.morris.gr,168.0,150.0,0.627,74.0,48.0,C,215.0,60.0,MORRIS,63.0,34.0,4.0,5.0
SAFW 5510 SG FP 4,1000.0,FREE_STANDING,"[2021, 9, 15]",1000.0,8.0,C,44.0,20.0,56.0,24.0,85.0,,,1000.0,80.0,B,1.0,0.5,http://www.ocean.it,165.0,160.0,0.727,76.0,48.0,D,210.0,60.0,SAMET,73.0,34.0,4.0,5.0
SAFW 6112 SG FP 4,1200.0,FREE_STANDING,"[2021, 9, 15]",1200.0,9.0,B,45.0,26.0,58.0,24.0,85.0,,53.0,1200.0,80.0,C,1.0,0.5,http://www.ocean.it,174.0,174.0,0.761,78.0,50.0,D,228.0,60.0,SAMET,76.0,36.0,4.0,5.0
SAFW 4910 SG FP 4,1000.0,FREE_STANDING,"[2021, 9, 15]",1000.0,7.0,C,44.0,20.0,53.0,24.0,85.0,,,1000.0,80.0,B,1.0,0.5,http://www.ocean.it,162.0,160.0,0.6900000000000001,76.0,45.0,D,205.0,60.0,SAMET,69.0,29.0,4.0,5.0
L7FBG862O 914921721,1600.0,FREE_STANDING,"[2021, 9, 13]",1600.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,52.7,1600.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914921721,165.0,165.0,0.471,76.0,42.0,A,210.0,60.0,AEG,47.0,36.0,4.0,4.9
EW7F248AS 914920711,1400.0,FREE_STANDING,"[2021, 9, 13]",1400.0,8.0,B,37.0,24.0,60.0,12.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914920711,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,Electrolux,47.0,36.0,4.0,4.9
EW7F348ASC 914920707,1400.0,FREE_STANDING,"[2021, 9, 13]",1400.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914920707,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,Electrolux,47.0,36.0,4.0,4.9
L8FBL842E2 914550842,1351.0,FREE_STANDING,"[2021, 9, 13]",1351.0,8.0,B,34.0,23.0,60.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550842,155.0,150.0,0.471,75.0,46.0,A,200.0,60.0,AEG,47.0,28.0,4.0,4.9
L7FSG84B 914921732,1400.0,FREE_STANDING,"[2021, 9, 13]",1400.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914921732,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,AEG,47.0,36.0,4.0,4.9
EW8FN148BP 914555811,1351.0,FREE_STANDING,"[2021, 9, 13]",1351.0,8.0,B,34.0,23.0,60.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914555811,155.0,150.0,0.471,75.0,46.0,A,200.0,60.0,Electrolux,47.0,28.0,4.0,4.9
L8FNC68S 914550844,1551.0,FREE_STANDING,"[2021, 9, 13]",1551.0,8.0,B,34.0,23.0,60.0,12.0,85.0,,52.7,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550844,155.0,150.0,0.471,76.0,46.0,A,200.0,60.0,AEG,47.0,28.0,4.0,4.9
L7FBG863 914921718,1600.0,FREE_STANDING,"[2021, 9, 13]",1600.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,52.7,1600.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914921718,165.0,165.0,0.471,76.0,42.0,A,210.0,60.0,AEG,47.0,36.0,4.0,4.9
EW7F348AW 914920709,1400.0,FREE_STANDING,"[2021, 9, 13]",1400.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914920709,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,Electrolux,47.0,36.0,4.0,4.9
L7FBR847E 914921722,1400.0,FREE_STANDING,"[2021, 9, 13]",1400.0,8.0,B,37.0,24.0,60.0,0.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914921722,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,AEG,47.0,36.0,4.0,4.9
EW7F2846ON 914920716,1400.0,FREE_STANDING,"[2021, 9, 13]",1400.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914920716,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,Electrolux,47.0,36.0,4.0,4.9
L7FBG845 914921723,1400.0,FREE_STANDING,"[2021, 9, 13]",1400.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914921723,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,AEG,47.0,36.0,4.0,4.9
EW7F248ASP 914920710,1400.0,FREE_STANDING,"[2021, 9, 13]",1400.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914920710,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,Electrolux,47.0,36.0,4.0,4.9
EW7F348ASP 914920708,1400.0,FREE_STANDING,"[2021, 9, 13]",1400.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914920708,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,Electrolux,47.0,36.0,4.0,4.9
L6FBI86BW 914913573,1551.0,FREE_STANDING,"[2021, 9, 13]",1551.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,52.7,1551.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913573,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
L6FLI48SE 914913575,1351.0,FREE_STANDING,"[2021, 9, 13]",1351.0,8.0,B,41.0,22.0,58.0,12.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913575,160.0,155.0,0.544,74.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
L6FLI48SG 914913574,1351.0,FREE_STANDING,"[2021, 9, 13]",1351.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913574,160.0,155.0,0.544,74.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
L6FMG48SE 914913119,1351.0,FREE_STANDING,"[2021, 9, 13]",1351.0,8.0,B,41.0,22.0,60.0,12.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913119,160.0,155.0,0.544,74.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
Z714W43BI 914580242,1351.0,BUILT_IN,"[2021, 9, 13]",1351.0,7.0,B,41.0,30.0,55.0,12.0,82.0,,53.3,1351.0,79.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914580242,145.0,135.0,0.6880000000000001,72.0,41.0,D,200.0,60.0,Zanussi,69.0,36.0,4.0,4.9
L7FE7461BI 914580239,1351.0,BUILT_IN,"[2021, 9, 13]",1351.0,7.0,B,41.0,30.0,55.0,12.0,82.0,,53.3,1351.0,79.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914580239,145.0,135.0,0.6880000000000001,72.0,41.0,D,200.0,60.0,AEG,69.0,36.0,4.0,4.9
EW6SN347SP 914340387,1351.0,FREE_STANDING,"[2021, 9, 13]",1351.0,7.0,B,43.0,27.0,48.0,24.0,84.0,,53.3,1351.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914340387,155.0,155.0,0.6880000000000001,78.0,45.0,D,205.0,60.0,Electrolux,69.0,34.0,4.0,4.9
EW6SN426BP 914340622,1151.0,FREE_STANDING,"[2021, 9, 13]",1151.0,6.0,B,45.0,25.0,41.0,24.0,84.0,,53.5,1151.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914340622,145.0,145.0,0.646,77.0,42.0,D,190.0,60.0,Electrolux,65.0,35.0,4.0,4.9
EW6SN426WP 914340623,1151.0,FREE_STANDING,"[2021, 9, 13]",1151.0,6.0,B,45.0,25.0,41.0,24.0,84.0,,53.5,1151.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914340623,145.0,145.0,0.646,77.0,42.0,D,190.0,60.0,Electrolux,65.0,35.0,4.0,4.9
EN7F4722AN 914580245,1151.0,BUILT_IN,"[2021, 9, 13]",1151.0,7.0,B,41.0,30.0,55.0,24.0,82.0,,53.6,1151.0,79.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914580245,145.0,135.0,0.6880000000000001,70.0,41.0,D,200.0,60.0,Electrolux,69.0,36.0,4.0,4.9
EW7F572WBI 914580247,1151.0,BUILT_IN,"[2021, 9, 13]",1151.0,7.0,B,41.0,30.0,55.0,24.0,82.0,,53.6,1151.0,79.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914580247,145.0,135.0,0.6880000000000001,70.0,41.0,D,200.0,60.0,Electrolux,69.0,36.0,4.0,4.9
