modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,powerNetworkStandby,moisture,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerStandbyMode,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness
L6FBA50480 914913557,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913557,160.0,155.0,0.544,74.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
L6FBI845 914913540,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913540,160.0,155.0,0.544,74.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
L8FEE847S 914550841,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,8.0,B,38.0,23.0,60.0,24.0,85.0,,,1351.0,59.8,B,0.3,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550841,160.0,160.0,0.544,75.0,47.0,B,210.0,60.0,AEG,54.0,35.0,4.0,4.9
L6FEG842P 914913096,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,8.0,B,41.0,22.0,60.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913096,160.0,155.0,0.544,74.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
EW6FN348SP 914917280,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914917280,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
W6 W045SR FR,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,10.0,B,32.0,24.0,64.0,24.0,85.0,,53.0,1351.0,58.9,A,0.5,0.5,https://docs.whirlpool.eu/,175.0,150.0,0.582,71.0,46.0,B,239.0,60.0,WHIRLPOOL,58.0,28.0,4.0,5.0
L7TEE621 913143702,1151.0,FREE_STANDING,"[2021, 6, 28]",1151.0,6.0,B,47.0,24.0,60.0,24.0,90.0,,53.5,1151.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143702,155.0,155.0,0.557,78.0,43.0,C,195.0,40.0,AEG,56.0,38.0,4.0,4.9
EW6T4261DX 913148407,1251.0,FREE_STANDING,"[2021, 6, 28]",1251.0,6.0,B,47.0,25.0,60.0,0.0,91.0,,53.5,1251.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148407,155.0,155.0,0.646,78.0,40.0,D,197.0,40.0,Electrolux,65.0,39.0,4.0,4.9
WTV 7744 D 7158841800,1400.0,FREE_STANDING,"[2021, 6, 28]",1400.0,7.0,B,40.0,24.0,55.0,24.0,84.0,,53.0,1400.0,79.5,A,0.5,0.5,http://support.beko.com,161.0,161.0,0.685,71.0,41.0,D,207.0,60.0,Beko,69.0,32.0,4.0,4.9
L6TBG64 913143618,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,6.0,B,47.0,25.0,60.0,24.0,90.0,,53.3,1351.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143618,155.0,155.0,0.646,79.0,40.0,D,197.0,40.0,AEG,65.0,39.0,4.0,4.9
LTN6G371G 913143611,1251.0,FREE_STANDING,"[2021, 6, 28]",1251.0,7.0,B,48.0,29.0,60.0,24.0,90.0,,53.6,1251.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913143611,160.0,160.0,0.783,78.0,41.0,E,205.0,40.0,AEG,78.0,41.0,4.0,4.9
H3W 492DE/1-11,1351.0,FREE_STANDING,"[2021, 6, 26]",1351.0,9.0,B,39.0,27.0,53.0,24.0,85.0,0.0,53.9,1351.0,79.9,C,1.0,0.5,https://corporate.haier-europe.com/en/,174.0,174.0,0.76,79.0,46.0,D,228.0,60.0,HOOVER,76.0,36.0,4.0,4.9
WTS1200WDOS 7148246500,1200.0,FREE_STANDING,"[2021, 6, 25]",1200.0,10.0,B,35.0,25.0,64.0,24.0,84.0,2.0,53.0,1200.0,59.5,A,0.5,0.5,http://support.beko.com,179.0,179.0,0.588,72.0,43.0,B,238.0,60.0,Beko,59.0,31.0,4.0,4.9
WTE12744XWD 7164142500,1400.0,FREE_STANDING,"[2021, 6, 25]",1400.0,12.0,B,42.0,26.0,67.0,24.0,84.0,2.0,53.0,1400.0,68.5,B,0.5,0.5,http://support.beko.com,179.0,179.0,0.717,74.0,39.0,C,239.0,60.0,Beko,72.0,34.0,4.0,4.9
WTK72042W 7137241700,1200.0,FREE_STANDING,"[2021, 6, 25]",1200.0,7.0,B,41.0,26.0,55.0,12.0,84.0,,53.0,1200.0,90.5,B,1.0,0.5,http://support.beko.com,161.0,161.0,0.78,76.0,45.0,E,207.0,60.0,Beko,78.0,41.0,4.0,4.9
HBWS 49D1E/1-80,1351.0,BUILT_IN,"[2021, 6, 24]",1351.0,9.0,B,39.0,27.0,53.0,24.0,82.0,,53.9,1351.0,79.9,C,1.0,0.5,https://corporate.haier-europe.com/en/,174.0,174.0,0.76,77.0,46.0,D,228.0,60.0,HOOVER,76.0,36.0,4.0,4.9
CBW 48D1E/1-80,1351.0,BUILT_IN,"[2021, 6, 23]",1351.0,8.0,B,39.0,27.0,53.0,24.0,82.0,,53.9,1351.0,80.0,C,1.0,0.5,https://corporate.haier-europe.com/en/,168.0,168.0,0.727,77.0,44.0,D,218.0,60.0,CANDY,73.0,36.0,4.0,4.9
CBW 47D1E/1-80,1351.0,BUILT_IN,"[2021, 6, 23]",1351.0,7.0,B,39.0,27.0,53.0,24.0,82.0,0.0,53.9,1351.0,79.9,C,1.0,0.5,https://corporate.haier-europe.com/en/,162.0,162.0,0.6890000000000001,77.0,41.0,D,208.0,60.0,CANDY,69.0,36.0,4.0,4.9
NSWM 743U W UK N,1351.0,FREE_STANDING,"[2021, 6, 23]",1351.0,7.0,B,38.0,25.0,52.0,24.0,85.0,,53.0,1351.0,79.8,D,0.5,0.5,https://docs.whirlpool.eu/,155.0,150.0,0.6900000000000001,83.0,46.0,D,200.0,60.0,HOTPOINT,69.0,35.0,4.0,4.9
WTL72052W 7000640052,1200.0,FREE_STANDING,"[2021, 6, 22]",1200.0,7.0,B,42.0,26.0,49.0,12.0,84.0,,53.0,1200.0,90.5,B,1.0,0.5,http://support.beko.com,161.0,161.0,0.78,75.0,45.0,E,207.0,60.0,Beko,78.0,41.0,4.0,4.9
EW7F3921RB 914555251,1351.0,FREE_STANDING,"[2021, 6, 21]",1351.0,9.0,B,35.0,23.0,66.0,0.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914555251,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9
L8FSF76499 914550775,1351.0,FREE_STANDING,"[2021, 6, 21]",1351.0,9.0,B,36.0,23.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550775,160.0,145.0,0.493,75.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
L8FEF76490 914550776,1351.0,FREE_STANDING,"[2021, 6, 21]",1351.0,9.0,B,36.0,23.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550776,160.0,145.0,0.493,75.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
L8FEC946N 914550734,1351.0,FREE_STANDING,"[2021, 6, 21]",1351.0,9.0,B,36.0,23.0,66.0,12.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550734,160.0,145.0,0.493,75.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
L6FL548EX 914913539,1351.0,FREE_STANDING,"[2021, 6, 21]",1351.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913539,160.0,155.0,0.544,74.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
EW6F6268N4 914917264,1551.0,FREE_STANDING,"[2021, 6, 21]",1551.0,8.0,B,41.0,22.0,60.0,24.0,85.0,,52.7,1551.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914917264,160.0,155.0,0.544,76.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
EW6F6248G6 914917263,1351.0,FREE_STANDING,"[2021, 6, 21]",1351.0,8.0,B,41.0,22.0,60.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914917263,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
L6TDR642G 913143612,1351.0,FREE_STANDING,"[2021, 6, 21]",1351.0,6.0,B,47.0,25.0,60.0,0.0,90.0,,53.3,1351.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143612,155.0,155.0,0.646,79.0,40.0,D,197.0,40.0,AEG,65.0,39.0,4.0,4.9
EW6T3366DZ 913148409,1251.0,FREE_STANDING,"[2021, 6, 21]",1251.0,6.0,B,47.0,25.0,60.0,0.0,91.0,,53.5,1251.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148409,155.0,155.0,0.646,78.0,40.0,D,197.0,40.0,Electrolux,65.0,39.0,4.0,4.9
EW6T4364DM 913148410,1251.0,FREE_STANDING,"[2021, 6, 21]",1251.0,6.0,B,47.0,25.0,60.0,0.0,91.0,,53.5,1251.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148410,155.0,155.0,0.646,78.0,40.0,D,197.0,40.0,Electrolux,65.0,39.0,4.0,4.9
L6TBN6400 913143617,1351.0,FREE_STANDING,"[2021, 6, 21]",1351.0,6.0,B,47.0,25.0,60.0,24.0,90.0,,53.3,1351.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143617,155.0,155.0,0.646,79.0,40.0,D,197.0,40.0,AEG,65.0,39.0,4.0,4.9
EW6T463L 913148431,1251.0,FREE_STANDING,"[2021, 6, 21]",1251.0,6.0,B,47.0,25.0,60.0,24.0,91.0,,53.5,1251.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148431,155.0,155.0,0.646,78.0,40.0,D,197.0,40.0,Electrolux,65.0,39.0,4.0,4.9
ZWQ71245SI 913135511,1151.0,FREE_STANDING,"[2021, 6, 21]",1151.0,7.0,B,48.0,29.0,60.0,24.0,89.0,,53.6,1151.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913135511,160.0,160.0,0.783,78.0,41.0,E,205.0,40.0,Zanussi,78.0,41.0,4.0,4.9
EW6T4274EW 913148408,1151.0,FREE_STANDING,"[2021, 6, 21]",1151.0,7.0,B,48.0,29.0,60.0,0.0,91.0,,53.6,1151.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913148408,160.0,160.0,0.783,77.0,41.0,E,205.0,40.0,Electrolux,78.0,41.0,4.0,4.9
EW6T4234ES 913148406,1251.0,FREE_STANDING,"[2021, 6, 21]",1251.0,7.0,B,48.0,29.0,60.0,0.0,91.0,,53.6,1251.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913148406,160.0,160.0,0.783,78.0,41.0,E,205.0,40.0,Electrolux,78.0,41.0,4.0,4.9
EW6T4274ED 913148405,1151.0,FREE_STANDING,"[2021, 6, 21]",1151.0,7.0,B,48.0,29.0,60.0,0.0,91.0,,53.6,1151.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913148405,160.0,160.0,0.783,77.0,41.0,E,205.0,40.0,Electrolux,78.0,41.0,4.0,4.9
EW6TN4272P 913148425,1151.0,FREE_STANDING,"[2021, 6, 21]",1151.0,7.0,B,48.0,29.0,60.0,24.0,91.0,,53.6,1151.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913148425,160.0,160.0,0.783,77.0,41.0,E,205.0,40.0,Electrolux,78.0,41.0,4.0,4.9
EW6TN14272 913148415,1151.0,FREE_STANDING,"[2021, 6, 21]",1151.0,7.0,B,48.0,29.0,60.0,24.0,91.0,,53.6,1151.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913148415,160.0,160.0,0.783,77.0,41.0,E,205.0,40.0,Electrolux,78.0,41.0,4.0,4.9
LTN6G271C 913143615,1151.0,FREE_STANDING,"[2021, 6, 21]",1151.0,7.0,B,48.0,29.0,60.0,24.0,90.0,,53.6,1151.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913143615,160.0,160.0,0.783,77.0,41.0,E,205.0,40.0,AEG,78.0,41.0,4.0,4.9
F4V709WTSE,1360.0,FREE_STANDING,"[2021, 6, 19]",1360.0,9.0,B,43.0,26.0,57.0,24.0,85.0,2.0,53.0,1360.0,60.0,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,170.0,160.0,0.5710000000000001,72.0,50.0,B,228.0,60.0,LG Electronics,58.0,32.0,4.0,5.0
WFL-140714B,1400.0,FREE_STANDING,"[2021, 6, 17]",1400.0,7.0,B,36.0,21.0,50.0,24.0,85.0,,53.0,1400.0,59.9,B,,0.5,https://www.vivax.com/hr/,162.0,162.0,0.516,76.0,45.0,B,208.0,60.0,VIVAX,52.0,34.0,4.0,5.0
RH3W 48HMCB-S,1350.0,FREE_STANDING,"[2021, 6, 15]",1350.0,8.0,B,34.0,25.0,55.0,24.0,85.0,,53.2,1350.0,51.8,B,0.45,0.45,https://corporate.haier-europe.com/en/,165.0,165.0,0.47,74.0,46.0,A,215.0,59.0,Hoover,47.0,32.0,3.9,4.8
RCSS 149HMC-80,1350.0,FREE_STANDING,"[2021, 6, 15]",1350.0,9.0,B,30.0,25.0,55.0,24.0,85.0,,53.2,1350.0,51.7,B,0.45,0.45,www.haier.com,172.0,165.0,0.492,74.0,48.0,A,228.0,59.0,CANDY,49.0,30.0,3.9,4.8
WQP 10747 XSW DR 7148647300,1400.0,FREE_STANDING,"[2021, 6, 15]",1400.0,10.0,B,38.0,23.0,64.0,24.0,84.0,,53.0,1400.0,51.5,A,0.5,0.5,http://support.beko.com,179.0,179.0,0.509,72.0,38.0,A,238.0,60.0,Beko,51.0,28.0,4.0,4.9
WAX28EH0BY,1400.0,FREE_STANDING,"[2021, 6, 15]",1400.0,10.0,B,43.0,25.0,63.0,24.0,85.0,1.2,53.0,1400.0,56.9,A,0.5,0.1,https://www.bosch-home.com/energylabel,179.0,179.0,0.562,71.0,49.0,B,238.0,60.0,Bosch,56.0,30.0,1.2,5.0
F14WM9EN0B,1360.0,FREE_STANDING,"[2021, 6, 15]",1360.0,9.0,B,43.0,26.0,57.0,24.0,85.0,,53.0,1360.0,60.0,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,170.0,160.0,0.5710000000000001,73.0,50.0,B,228.0,60.0,LG Electronics,58.0,32.0,4.0,5.0
F94V37WHS,1360.0,FREE_STANDING,"[2021, 6, 15]",1360.0,9.0,B,43.0,26.0,57.0,24.0,85.0,,53.0,1360.0,60.0,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,170.0,160.0,0.5710000000000001,73.0,50.0,B,228.0,60.0,LG Electronics,58.0,32.0,4.0,5.0
F4W800A,1360.0,FREE_STANDING,"[2021, 6, 15]",1360.0,8.0,B,37.0,26.0,57.0,24.0,85.0,2.0,53.0,1360.0,69.0,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,145.0,0.627,72.0,48.0,C,218.0,60.0,LG Electronics,63.0,37.0,4.0,5.0
F84V34WH,1360.0,FREE_STANDING,"[2021, 6, 15]",1360.0,8.0,B,37.0,26.0,57.0,24.0,85.0,,53.0,1360.0,69.0,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,145.0,0.627,73.0,48.0,C,218.0,60.0,LG Electronics,63.0,37.0,4.0,5.0
WFO 1291 LD Z 5,1200.0,FREE_STANDING,"[2021, 6, 15]",1200.0,9.0,B,42.0,23.0,58.0,24.0,85.0,,53.0,1200.0,69.0,C,1.0,0.5,http://www.ocean.it,174.0,170.0,0.656,78.0,50.0,C,220.0,60.0,OCEAN,66.0,28.0,4.0,5.0
F84V35IXS,1360.0,FREE_STANDING,"[2021, 6, 15]",1360.0,8.0,B,37.0,26.0,57.0,24.0,85.0,,53.0,1360.0,69.0,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,145.0,0.627,73.0,48.0,C,218.0,60.0,LG Electronics,63.0,37.0,4.0,5.0
L8FBC69ASA 914550747,1351.0,FREE_STANDING,"[2021, 6, 14]",1351.0,9.0,B,36.0,23.0,66.0,12.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550747,160.0,145.0,0.493,75.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
L8FEE14SX 914550770,1351.0,FREE_STANDING,"[2021, 6, 14]",1351.0,10.0,B,39.0,23.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550770,175.0,145.0,0.512,75.0,47.0,A,230.0,60.0,AEG,51.0,33.0,4.0,4.9
L8FEE965R 914550733,1551.0,FREE_STANDING,"[2021, 6, 14]",1551.0,9.0,B,36.0,23.0,66.0,12.0,85.0,,52.8,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550733,160.0,145.0,0.493,76.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
EW8F169ASPA 914555466,1551.0,FREE_STANDING,"[2021, 6, 14]",1551.0,9.0,B,36.0,23.0,66.0,24.0,85.0,2.0,52.8,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914555466,160.0,145.0,0.493,76.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9
L8FEC966CA 914550732,1551.0,FREE_STANDING,"[2021, 6, 14]",1551.0,9.0,B,36.0,23.0,66.0,12.0,85.0,2.0,52.8,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550732,160.0,145.0,0.493,76.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
F2WM208N0E,1200.0,FREE_STANDING,"[2021, 6, 14]",1200.0,8.0,B,38.0,25.0,56.0,24.0,85.0,,53.4,1200.0,60.0,C,1.0,0.5,https://www.lg.com/global/ajax/common_manual,168.0,148.0,0.545,78.0,48.0,B,211.0,60.0,LG Electronics,55.0,32.0,4.0,5.0
F2WT108N0E,1200.0,FREE_STANDING,"[2021, 6, 14]",1200.0,8.0,B,38.0,25.0,56.0,24.0,85.0,,53.4,1200.0,60.0,C,1.0,0.5,https://www.lg.com/global/ajax/common_manual,168.0,148.0,0.545,78.0,48.0,B,211.0,60.0,LG Electronics,55.0,32.0,4.0,5.0
L6TFI642G 913143601,1351.0,FREE_STANDING,"[2021, 6, 14]",1351.0,6.0,B,47.0,25.0,60.0,24.0,90.0,,53.3,1351.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143601,155.0,155.0,0.646,79.0,40.0,D,197.0,40.0,AEG,65.0,39.0,4.0,4.9
QW14065T 913143602,1351.0,FREE_STANDING,"[2021, 6, 14]",1351.0,6.0,B,47.0,25.0,60.0,24.0,90.0,,53.3,1351.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143602,155.0,155.0,0.646,79.0,40.0,D,197.0,40.0,Husqvarna,65.0,39.0,4.0,4.9
EW6TN3269H 913148331,1151.0,FREE_STANDING,"[2021, 6, 14]",1151.0,6.0,B,47.0,25.0,60.0,12.0,91.0,,53.5,1151.0,79.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913148331,155.0,155.0,0.646,77.0,40.0,D,197.0,40.0,Electrolux,65.0,39.0,4.0,4.9
EW6TN3262H 913148314,1151.0,FREE_STANDING,"[2021, 6, 14]",1151.0,6.0,B,47.0,25.0,60.0,12.0,91.0,,53.5,1151.0,79.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913148314,155.0,155.0,0.646,77.0,40.0,D,197.0,40.0,Electrolux,65.0,39.0,4.0,4.9
FWQ61228DR 913135507,1151.0,FREE_STANDING,"[2021, 6, 14]",1151.0,6.0,B,47.0,25.0,60.0,0.0,89.0,,53.5,1151.0,79.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913135507,155.0,155.0,0.646,78.0,40.0,D,197.0,40.0,Faure,65.0,39.0,4.0,4.9
FWQ6628D 913135705,1151.0,FREE_STANDING,"[2021, 6, 14]",1151.0,6.0,B,47.0,25.0,60.0,0.0,89.0,,53.5,1151.0,79.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913135705,155.0,155.0,0.646,78.0,40.0,D,197.0,40.0,Faure,65.0,39.0,4.0,4.9
EW7TN3272SP 913148326,1151.0,FREE_STANDING,"[2021, 6, 14]",1151.0,7.0,B,48.0,29.0,60.0,24.0,91.0,,53.6,1151.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913148326,160.0,160.0,0.783,77.0,41.0,E,205.0,40.0,Electrolux,78.0,41.0,4.0,4.9
EW6TN3272 913148316,1151.0,FREE_STANDING,"[2021, 6, 14]",1151.0,7.0,B,48.0,29.0,60.0,12.0,91.0,,53.6,1151.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913148316,160.0,160.0,0.783,77.0,41.0,E,205.0,40.0,Electrolux,78.0,41.0,4.0,4.9
L6TBG723 913143607,1151.0,FREE_STANDING,"[2021, 6, 14]",1151.0,7.0,B,48.0,29.0,60.0,24.0,90.0,,53.6,1151.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913143607,160.0,160.0,0.783,77.0,41.0,E,205.0,40.0,AEG,78.0,41.0,4.0,4.9
EW6TN4272 913148413,1151.0,FREE_STANDING,"[2021, 6, 14]",1151.0,7.0,B,48.0,29.0,60.0,24.0,91.0,,53.6,1151.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913148413,160.0,160.0,0.783,77.0,41.0,E,205.0,40.0,Electrolux,78.0,41.0,4.0,4.9
FWQ71435WD 913135510,1151.0,FREE_STANDING,"[2021, 6, 14]",1151.0,7.0,B,48.0,29.0,60.0,0.0,89.0,,53.6,1151.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913135510,160.0,160.0,0.783,78.0,41.0,E,205.0,40.0,Faure,78.0,41.0,4.0,4.9
970262,1200.0,FREE_STANDING,"[2021, 6, 14]",1200.0,6.0,B,42.0,27.0,44.0,24.0,84.0,,53.0,1200.0,90.5,B,1.0,0.5,www.electrodepot.fr www.electrodepot.be/fr www.electrodepot.be/nl www.electrodepot.es,155.0,155.0,0.733,76.0,43.0,E,197.0,60.0,VALBERG,73.0,31.0,4.0,4.9
970263,1200.0,FREE_STANDING,"[2021, 6, 14]",1200.0,6.0,B,42.0,27.0,44.0,24.0,84.0,,53.0,1200.0,90.5,B,1.0,0.5,www.electrodepot.fr www.electrodepot.be/fr www.electrodepot.be/nl www.electrodepot.es,155.0,155.0,0.733,76.0,43.0,E,197.0,60.0,VALBERG,73.0,31.0,4.0,4.9
MF200W80B-E,1400.0,FREE_STANDING,"[2021, 6, 13]",1400.0,8.0,B,37.0,23.0,47.0,24.0,85.0,,53.0,1400.0,60.0,B,,0.5,www.midea.com/de,168.0,168.0,0.545,76.0,48.0,B,218.0,60.0,Midea,55.0,33.0,4.0,5.0
CBW 49D1E/1-80,1351.0,BUILT_IN,"[2021, 6, 12]",1351.0,9.0,B,39.0,27.0,53.0,24.0,82.0,0.0,53.9,1351.0,79.9,C,1.0,0.5,https://corporate.haier-europe.com/en/,174.0,174.0,0.76,77.0,46.0,D,228.0,60.0,CANDY,76.0,36.0,4.0,4.9
HBWS 48D1E/1-80,1351.0,BUILT_IN,"[2021, 6, 12]",1351.0,8.0,B,39.0,27.0,53.0,24.0,82.0,0.0,53.9,1351.0,80.0,C,1.0,0.5,https://corporate.haier-europe.com/en/,168.0,168.0,0.727,77.0,44.0,D,218.0,60.0,HOOVER,73.0,36.0,4.0,4.9
CSS158TWMBE/1-47,1451.0,FREE_STANDING,"[2021, 6, 11]",1451.0,8.0,B,37.0,24.0,53.0,24.0,85.0,0.0,53.9,1451.0,51.9,C,1.0,0.5,https://corporate.haier-europe.com/en/,168.0,168.0,0.472,79.0,44.0,A,218.0,60.0,CANDY,47.0,30.0,4.0,4.9
H8 W046WB IT,1351.0,FREE_STANDING,"[2021, 6, 10]",1351.0,10.0,B,29.0,22.0,64.0,24.0,85.0,,53.0,1351.0,51.8,A,0.5,0.5,https://docs.whirlpool.eu/,175.0,150.0,0.512,71.0,45.0,A,239.0,60.0,HOTPOINT/ARISTON,51.0,28.0,4.0,4.9
HBWM 916TAMCE-S,1551.0,BUILT_IN,"[2021, 6, 9]",1551.0,9.0,B,39.0,26.0,53.0,24.0,82.0,2.0,53.9,1551.0,59.9,B,1.0,0.5,https://corporate.haier-europe.com/en/,174.0,174.0,0.5700000000000001,76.0,46.0,B,228.0,60.0,Hoover,57.0,32.0,4.0,4.9
HBWO 916TAMCE-S,1551.0,BUILT_IN,"[2021, 6, 9]",1551.0,9.0,B,39.0,26.0,53.0,24.0,82.0,2.0,53.9,1551.0,59.9,B,1.0,0.5,https://corporate.haier-europe.com/en/,174.0,174.0,0.5700000000000001,76.0,46.0,B,228.0,60.0,Hoover,57.0,32.0,4.0,4.9
B8 W046WB BE,1351.0,FREE_STANDING,"[2021, 6, 8]",1351.0,10.0,B,29.0,22.0,64.0,24.0,85.0,,53.0,1351.0,51.8,A,0.5,0.5,https://docs.whirlpool.eu/,175.0,150.0,0.512,71.0,45.0,A,239.0,60.0,BAUKNECHT,51.0,28.0,4.0,4.9
B8 W046WB EE,1351.0,FREE_STANDING,"[2021, 6, 8]",1351.0,10.0,B,29.0,22.0,64.0,24.0,85.0,,53.0,1351.0,51.8,A,0.5,0.5,https://docs.whirlpool.eu/,175.0,150.0,0.512,71.0,45.0,A,239.0,60.0,BAUKNECHT,51.0,28.0,4.0,4.9
TW1480BKFR,1400.0,FREE_STANDING,"[2021, 6, 8]",1400.0,8.0,B,37.0,23.0,47.0,24.0,85.0,,53.9,1400.0,60.0,B,,0.5,www.darty.com,168.0,168.0,0.545,76.0,48.0,B,218.0,60.0,THOMSON,55.0,33.0,4.0,5.0
