modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,powerNetworkStandby,moisture,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerStandbyMode,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness,onMarketStart_Year,onMarketStart_Month,onMarketStart_Day,price,currency
F4WB309Y,1310.0,FREE_STANDING,"[2024, 5, 14]",1360.0,9.0,B,39.0,26.0,55.0,24.0,85.0,2.0,53.9,1360.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,170.0,0.494,75.0,50.0,A,228.0,60.0,LG Electronics,49.0,31.0,4.0,5.0,2024,5,14,639.00,USD
F0P3CYV2W,1000.0,FREE_STANDING,"[2024, 5, 14]",1000.0,20.0,B,50.0,28.0,83.0,24.0,99.0,2.0,53.0,1000.0,57.6,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,175.0,0.624,74.0,61.0,B,240.0,70.0,LG Electronics,62.0,49.0,4.0,5.0,2024,5,14,3000,USD
FVB20NS2TE,1000.0,FREE_STANDING,"[2024, 5, 14]",1000.0,20.0,B,50.0,28.0,83.0,24.0,99.0,2.0,53.0,1000.0,57.6,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,175.0,0.624,74.0,61.0,B,240.0,70.0,LG Electronics,62.0,49.0,4.0,5.0,2024,5,14,2500,GBP
F0P3CYV2E,1000.0,FREE_STANDING,"[2024, 5, 14]",1000.0,20.0,B,50.0,28.0,83.0,24.0,99.0,2.0,53.0,1000.0,57.6,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,175.0,0.624,74.0,61.0,B,240.0,70.0,LG Electronics,62.0,49.0,4.0,5.0,2024,5,14,1,GBP
EW8F4482E 914495100,1400.0,FREE_STANDING,"[2024, 5, 13]",1400.0,8.0,B,25.0,22.0,58.0,24.0,85.0,,53.9,1400.0,41.4,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495100,165.0,130.0,0.376,72.0,44.0,A,215.0,60.0,Electrolux,38.0,24.0,4.0,4.9,2024,5,13,3000,USD
EW7F49GQ 914496405,1351.0,FREE_STANDING,"[2024, 5, 13]",1351.0,9.0,B,35.0,23.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496405,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9,2024,5,13,3000,USD
YW6FI2814WR 914931008,1351.0,FREE_STANDING,"[2024, 5, 13]",1351.0,8.0,B,39.0,22.0,58.0,0.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931008,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,5,13,90,USD
XLNF64925N 914932035,1351.0,FREE_STANDING,"[2024, 5, 13]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932035,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,5,13,3200,USD
EW7FI1114OV 914495501,1400.0,FREE_STANDING,"[2024, 5, 13]",1400.0,11.0,B,35.0,25.0,64.0,0.0,85.0,,53.9,1400.0,49.2,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495501,179.0,179.0,0.502,72.0,50.0,A,239.0,60.0,Electrolux,50.0,31.0,4.0,4.9,2024,5,13,2500,GBP
WGE02402FG,1351.0,FREE_STANDING,"[2024, 5, 13]",1351.0,7.0,B,31.0,22.0,63.0,24.0,85.0,,52.9,1351.0,46.6,A,0.5,0.5,https://www.bosch-home.com/energylabel,130.0,120.0,0.402,72.0,44.0,A,175.0,60.0,Bosch,40.0,30.0,4.0,5.0,2024,5,13,509.0,USD
EW8F3614QP 914496301,1551.0,FREE_STANDING,"[2024, 5, 13]",1551.0,10.0,A,32.0,24.0,66.0,24.0,85.0,2.0,44.5,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496301,179.0,155.0,0.512,76.0,47.0,A,238.0,60.0,Electrolux,51.0,25.0,4.0,4.9,2024,5,13,3000,USD
EFI6314O1Q 914932112,1351.0,FREE_STANDING,"[2024, 5, 13]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,2.0,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932112,175.0,155.0,0.512,75.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,5,13,2500,GBP
EW6F39GQ 914932113,1351.0,FREE_STANDING,"[2024, 5, 13]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932113,165.0,155.0,0.493,75.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,5,13,1400,USD
EFI743S14S 914495404,1400.0,FREE_STANDING,"[2024, 5, 13]",1400.0,10.0,B,31.0,23.0,64.0,24.0,85.0,,53.9,1400.0,44.0,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495404,179.0,170.0,0.435,72.0,49.0,A,238.0,60.0,Electrolux,44.0,29.0,4.0,4.9,2024,5,13,3000,USD
EFI6194O2B 914932016,1351.0,FREE_STANDING,"[2024, 5, 13]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932016,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,5,13,3000,USD
EFI6214O4B 914932014,1351.0,FREE_STANDING,"[2024, 5, 13]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932014,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,5,13,2999,USD
XLNF64825N 914931028,1351.0,FREE_STANDING,"[2024, 5, 13]",1351.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931028,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,5,13,3000,USD
EW6F310GQ 914932114,1351.0,FREE_STANDING,"[2024, 5, 13]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,2.0,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932114,175.0,155.0,0.512,75.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,5,13,3500,USD
LSR626O74O 914343155,1351.0,FREE_STANDING,"[2024, 5, 13]",1351.0,7.0,B,46.0,23.0,49.0,24.0,84.0,,53.3,1351.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343155,160.0,145.0,0.515,75.0,45.0,B,205.0,60.0,AEG,52.0,28.0,4.0,4.9,2024,5,13,3000,USD
LFX6G7434BI 914580522,1351.0,BUILT_IN,"[2024, 5, 13]",1351.0,7.0,B,38.0,31.0,55.0,12.0,82.0,,53.9,1351.0,59.7,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914580522,150.0,140.0,0.515,69.0,44.0,B,195.0,60.0,AEG,52.0,32.0,4.0,4.9,2024,5,13,3200,USD
LSR615O62O 914343108,1151.0,FREE_STANDING,"[2024, 5, 13]",1151.0,6.0,B,42.0,23.0,42.0,24.0,84.0,,53.5,1151.0,59.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343108,155.0,145.0,0.484,72.0,40.0,B,197.0,60.0,AEG,48.0,31.0,4.0,4.9,2024,5,13,3000,USD
LFX6G8434BI 914580523,1351.0,BUILT_IN,"[2024, 5, 13]",1351.0,8.0,B,42.0,31.0,55.0,12.0,82.0,,53.9,1351.0,59.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914580523,150.0,140.0,0.544,69.0,45.0,B,200.0,60.0,AEG,54.0,33.0,4.0,4.9,2024,5,13,2500,GBP
WGG244FRPL,1351.0,FREE_STANDING,"[2024, 5, 8]",1351.0,9.0,B,38.0,22.0,64.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,5,8,2500,GBP
BI5WBT691415W 7123981800,1400.0,BUILT_IN,"[2024, 5, 7]",1400.0,9.0,B,35.0,24.0,55.0,24.0,82.0,2.0,53.9,1400.0,51.5,A,0.5,0.5,http://support.beko.com,173.0,173.0,0.49,70.0,49.0,A,228.0,60.0,Beko,49.0,29.0,4.0,4.9,2024,5,7,13.59,GBP
EW7F4692QC 914496205,1551.0,FREE_STANDING,"[2024, 5, 6]",1551.0,9.0,B,35.0,23.0,66.0,24.0,85.0,2.0,52.8,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496205,155.0,150.0,0.493,76.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9,2024,5,6,3000,USD
EW7F4484QE 914495204,1400.0,FREE_STANDING,"[2024, 5, 6]",1400.0,8.0,B,31.0,23.0,58.0,24.0,85.0,2.0,53.9,1400.0,46.6,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495204,165.0,160.0,0.424,72.0,42.0,A,215.0,60.0,Electrolux,42.0,26.0,4.0,4.9,2024,5,6,3000,USD
EFI611W84W 914931039,1351.0,FREE_STANDING,"[2024, 5, 6]",1351.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931039,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,5,6,3000,USD
LR744PX6P 914501554,1500.0,FREE_STANDING,"[2024, 5, 6]",1550.0,10.5,B,38.0,23.0,64.0,24.0,85.0,,53.9,1550.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501554,179.0,160.0,0.521,76.0,49.0,A,239.0,60.0,AEG,52.0,36.0,4.0,4.9,2024,5,6,3000,USD
EW7F4494QE 914496203,1351.0,FREE_STANDING,"[2024, 5, 6]",1351.0,9.0,B,35.0,23.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496203,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9,2024,5,6,3000,USD
LR844PX6P 914501816,1500.0,FREE_STANDING,"[2024, 5, 6]",1550.0,10.5,A,32.0,24.0,64.0,24.0,85.0,,44.9,1550.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501816,179.0,155.0,0.521,76.0,47.0,A,239.0,60.0,AEG,52.0,27.0,4.0,4.9,2024,5,6,90,USD
EFI631W94Q 914932115,1351.0,FREE_STANDING,"[2024, 5, 6]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932115,165.0,155.0,0.493,75.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,5,6,3000,USD
EW6FCH19G 914932052,1351.0,FREE_STANDING,"[2024, 5, 6]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932052,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,5,6,3000,USD
EW6FI22914OV 914932904,1351.0,FREE_STANDING,"[2024, 5, 6]",1351.0,9.0,B,33.0,26.0,66.0,0.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932904,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,5,6,3000,USD
EW6FI2914OV 914932903,1351.0,FREE_STANDING,"[2024, 5, 6]",1351.0,9.0,B,33.0,26.0,66.0,0.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932903,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,5,6,2500,USD
EW8F4414UE 914495601,1400.0,FREE_STANDING,"[2024, 5, 6]",1400.0,10.0,B,26.0,24.0,64.0,24.0,85.0,,53.9,1400.0,36.2,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495601,179.0,150.0,0.358,72.0,50.0,A,238.0,60.0,Electrolux,36.0,25.0,4.0,4.9,2024,5,6,2900,USD
EW7F3614UE 914495504,1550.0,FREE_STANDING,"[2024, 5, 6]",1550.0,10.0,A,31.0,24.0,64.0,24.0,85.0,,44.9,1550.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495504,179.0,170.0,0.46,76.0,49.0,A,235.0,60.0,Electrolux,46.0,28.0,4.0,4.9,2024,5,6,3000,USD
EW6FI2914GW 914932063,1351.0,FREE_STANDING,"[2024, 5, 6]",1351.0,9.0,B,33.0,26.0,66.0,0.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932063,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,5,6,3200,USD
EW6FM310GQ 914932118,1351.0,FREE_STANDING,"[2024, 5, 6]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,2.0,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932118,175.0,155.0,0.512,75.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,5,6,1999.99,USD
EW6FBG19G 914932053,1351.0,FREE_STANDING,"[2024, 5, 6]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932053,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,5,6,3000,USD
LR844PX6Q 914501127,1500.0,FREE_STANDING,"[2024, 5, 6]",1550.0,10.5,A,32.0,24.0,64.0,24.0,85.0,2.0,44.9,1550.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501127,179.0,155.0,0.521,76.0,47.0,A,239.0,60.0,AEG,52.0,27.0,4.0,4.9,2024,5,6,3000,USD
EFI743RX4R 914496004,1351.0,FREE_STANDING,"[2024, 5, 6]",1351.0,10.5,B,38.0,23.0,66.0,24.0,85.0,,53.9,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496004,179.0,160.0,0.521,75.0,49.0,A,239.0,60.0,Electrolux,52.0,36.0,4.0,4.9,2024,5,6,3000,USD
EFI8H2EX6E 914496103,1500.0,FREE_STANDING,"[2024, 5, 6]",1550.0,10.5,A,32.0,24.0,66.0,24.0,85.0,,44.9,1550.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496103,179.0,155.0,0.521,76.0,47.0,A,239.0,60.0,Electrolux,52.0,27.0,4.0,4.9,2024,5,6,3000,USD
EW7F866XE7 914555270,1500.0,FREE_STANDING,"[2024, 5, 6]",1550.0,10.5,B,38.0,23.0,66.0,24.0,85.0,,53.9,1550.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914555270,179.0,160.0,0.521,76.0,49.0,A,239.0,60.0,Electrolux,52.0,36.0,4.0,4.9,2024,5,6,3000,USD
F4X1008NMK,1350.0,FREE_STANDING,"[2024, 5, 6]",1350.0,8.0,B,37.0,25.0,55.0,24.0,85.0,2.0,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,163.0,0.472,75.0,48.0,A,218.0,60.0,LG Electronics,47.0,32.0,4.0,5.0,2024,5,6,419,GBP
XLNF76X35Q 914496403,1500.0,FREE_STANDING,"[2024, 5, 6]",1550.0,10.5,B,38.0,23.0,66.0,24.0,85.0,2.0,53.9,1550.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496403,179.0,160.0,0.521,76.0,49.0,A,239.0,60.0,Electrolux,52.0,36.0,4.0,4.9,2024,5,6,3000,USD
LR744PX6Q 914501025,1500.0,FREE_STANDING,"[2024, 5, 6]",1550.0,10.5,B,38.0,23.0,64.0,24.0,85.0,2.0,53.9,1550.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501025,179.0,160.0,0.521,76.0,49.0,A,239.0,60.0,AEG,52.0,36.0,4.0,4.9,2024,5,6,90,USD
EW8F4414GUC 914495602,1400.0,FREE_STANDING,"[2024, 5, 6]",1400.0,10.0,B,26.0,24.0,64.0,24.0,85.0,,53.9,1400.0,36.2,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495602,179.0,150.0,0.358,72.0,50.0,A,238.0,60.0,Electrolux,36.0,25.0,4.0,4.9,2024,5,6,3000,USD
EW6FU39GQ 914932116,1351.0,FREE_STANDING,"[2024, 5, 6]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932116,165.0,155.0,0.493,75.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,5,6,3000,USD
F4WR5035,1360.0,FREE_STANDING,"[2024, 5, 6]",1360.0,13.0,A,31.0,24.0,62.0,24.0,85.0,,44.9,1360.0,41.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.444,72.0,58.0,A,240.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,5,6,657,GBP
LSR6E27WC 914343161,1151.0,FREE_STANDING,"[2024, 5, 6]",1151.0,7.0,B,46.0,23.0,49.0,24.0,84.0,,53.6,1151.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343161,160.0,145.0,0.515,73.0,45.0,B,205.0,60.0,AEG,52.0,28.0,4.0,4.9,2024,5,6,3000,USD
LSR6E26WC 914343110,1151.0,FREE_STANDING,"[2024, 5, 6]",1151.0,6.0,B,42.0,23.0,42.0,24.0,84.0,,53.5,1151.0,59.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343110,155.0,145.0,0.484,72.0,40.0,B,197.0,60.0,AEG,48.0,31.0,4.0,4.9,2024,5,6,3000,USD
BM3WFT3841W 457100004100,1351.0,FREE_STANDING,"[2024, 5, 5]",1351.0,8.0,B,32.0,24.0,55.0,24.0,85.0,,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,167.0,167.0,0.468,76.0,47.0,A,218.0,60.0,Beko,47.0,30.0,4.0,4.9,2024,5,5,13.59,GBP
WGE0240JCH,1351.0,FREE_STANDING,"[2024, 5, 2]",1351.0,7.0,B,31.0,22.0,63.0,24.0,85.0,,52.9,1351.0,46.6,A,0.5,0.5,https://www.bosch-home.com/energylabel,130.0,120.0,0.402,72.0,44.0,A,175.0,60.0,Bosch,40.0,30.0,4.0,5.0,2024,5,2,899.95,GBP
BM3WFT3841B 457100004800,1351.0,FREE_STANDING,"[2024, 5, 2]",1351.0,8.0,B,32.0,24.0,55.0,24.0,85.0,,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,167.0,167.0,0.468,76.0,47.0,A,218.0,60.0,Beko,47.0,30.0,4.0,4.9,2024,5,2,13.59,GBP
WGG242ZRPL,1200.0,FREE_STANDING,"[2024, 5, 2]",1200.0,9.0,B,41.0,23.0,64.0,24.0,85.0,,53.0,1200.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,5,2,2899.00,GBP
WGE02400BY,1351.0,FREE_STANDING,"[2024, 5, 1]",1351.0,7.0,B,31.0,22.0,63.0,24.0,85.0,,52.9,1351.0,46.6,A,0.5,0.5,https://www.bosch-home.com/energylabel,130.0,120.0,0.402,72.0,44.0,A,175.0,60.0,Bosch,40.0,30.0,4.0,5.0,2024,5,1,3000,USD
WGG244FLNL,1351.0,FREE_STANDING,"[2024, 5, 1]",1351.0,9.0,B,38.0,22.0,64.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,70.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,5,1,2500,GBP
WGE0241H,1351.0,FREE_STANDING,"[2024, 5, 1]",1351.0,7.0,B,31.0,22.0,63.0,24.0,85.0,,52.9,1351.0,46.6,A,0.5,0.5,https://www.bosch-home.com/energylabel,130.0,120.0,0.402,72.0,44.0,A,175.0,60.0,Bosch,40.0,30.0,4.0,5.0,2024,5,1,459.34,GBP
F94N15WHS,1350.0,FREE_STANDING,"[2024, 4, 30]",1350.0,9.0,B,37.0,23.0,55.0,24.0,85.0,,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,174.0,0.494,74.0,50.0,A,228.0,60.0,LG Electronics,49.0,30.0,4.0,5.0,2024,4,30,999,USD
F0WVT202B,1000.0,FREE_STANDING,"[2024, 4, 30]",1000.0,20.0,B,50.0,28.0,83.0,24.0,99.0,2.0,53.0,1000.0,57.6,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,175.0,0.624,74.0,61.0,B,240.0,70.0,LG Electronics,62.0,49.0,4.0,5.0,2024,4,30,1,GBP
F0WVT202,1000.0,FREE_STANDING,"[2024, 4, 30]",1000.0,20.0,B,50.0,28.0,83.0,24.0,99.0,2.0,53.0,1000.0,57.6,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,175.0,0.624,74.0,61.0,B,240.0,70.0,LG Electronics,62.0,49.0,4.0,5.0,2024,4,30,1099.00,GBP
EW8F4484UC 914495303,1400.0,FREE_STANDING,"[2024, 4, 29]",1400.0,8.0,B,25.0,22.0,58.0,24.0,85.0,,53.9,1400.0,41.4,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495303,165.0,130.0,0.376,72.0,44.0,A,215.0,60.0,Electrolux,38.0,24.0,4.0,4.9,2024,4,29,3000,USD
EW6T4376BZ 913148476,1151.0,FREE_STANDING,"[2024, 4, 29]",1151.0,7.0,B,46.0,23.0,60.0,0.0,91.0,,53.9,1151.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148476,160.0,160.0,0.447,78.0,45.0,A,205.0,40.0,Electrolux,45.0,25.0,4.0,4.9,2024,4,29,3000,USD
EW8F4414UC 914495600,1400.0,FREE_STANDING,"[2024, 4, 29]",1400.0,10.0,B,26.0,24.0,64.0,24.0,85.0,,53.9,1400.0,36.2,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495600,179.0,150.0,0.358,72.0,50.0,A,238.0,60.0,Electrolux,36.0,25.0,4.0,4.9,2024,4,29,3000,USD
EW6T3365BCZ 913148505,1251.0,FREE_STANDING,"[2024, 4, 29]",1251.0,6.0,B,41.0,23.0,60.0,0.0,91.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148505,155.0,155.0,0.42,79.0,43.0,A,195.0,40.0,Electrolux,42.0,25.0,4.0,4.9,2024,4,29,3000,USD
EW6F2492UP 914932908,1351.0,FREE_STANDING,"[2024, 4, 29]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932908,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,4,29,3000,USD
EW7F4494CQ 914496204,1351.0,FREE_STANDING,"[2024, 4, 29]",1351.0,9.0,B,35.0,23.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496204,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9,2024,4,29,3000,USD
EW8F4482C 914495101,1400.0,FREE_STANDING,"[2024, 4, 29]",1400.0,8.0,B,25.0,22.0,58.0,24.0,85.0,2.0,53.9,1400.0,41.4,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495101,165.0,130.0,0.376,72.0,44.0,A,215.0,60.0,Electrolux,38.0,24.0,4.0,4.9,2024,4,29,3000,USD
EW6F2282P 914931022,1151.0,FREE_STANDING,"[2024, 4, 29]",1151.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.7,1151.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931022,160.0,155.0,0.471,74.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,4,29,3000,USD
EW7FG4492UDE 914496211,1351.0,FREE_STANDING,"[2024, 4, 29]",1351.0,9.0,B,35.0,23.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496211,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9,2024,4,29,2500,GBP
EW7F49GY 914496007,1351.0,FREE_STANDING,"[2024, 4, 29]",1351.0,9.0,B,35.0,23.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496007,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9,2024,4,29,3000,USD
EW6FBG210G 914932062,1351.0,FREE_STANDING,"[2024, 4, 29]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932062,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,4,29,3000,USD
EW7F3494EQ 914495203,1400.0,FREE_STANDING,"[2024, 4, 29]",1400.0,9.0,B,37.0,24.0,58.0,12.0,85.0,2.0,53.9,1400.0,51.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495203,173.0,170.0,0.493,72.0,45.0,A,228.0,60.0,Electrolux,49.0,30.0,4.0,4.9,2024,4,29,3000,USD
