modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,powerNetworkStandby,moisture,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerStandbyMode,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness,onMarketStart_Year,onMarketStart_Month,onMarketStart_Day,price,currency
EFI974EY6S 914475607,1550.0,FREE_STANDING,"[2024, 10, 14]",1550.0,11.0,A,27.0,25.0,58.0,24.0,85.0,2.0,44.9,1550.0,41.4,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475607,179.0,160.0,0.422,76.0,51.0,A,239.0,60.0,Electrolux,42.0,27.0,4.0,4.9,2024,10,14,3000,USD
EW9F7607WCE 914475608,1550.0,FREE_STANDING,"[2024, 10, 14]",1550.0,11.0,A,27.0,25.0,58.0,24.0,85.0,2.0,44.9,1550.0,41.4,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475608,179.0,160.0,0.422,76.0,51.0,A,239.0,60.0,Electrolux,42.0,27.0,4.0,4.9,2024,10,14,3000,USD
EFI8704L7Q 914475514,1400.0,FREE_STANDING,"[2024, 10, 14]",1400.0,11.0,B,29.0,26.0,64.0,24.0,85.0,2.0,53.9,1400.0,44.0,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475514,179.0,179.0,0.449,72.0,51.0,A,239.0,60.0,Electrolux,45.0,28.0,4.0,4.9,2024,10,14,3000,USD
LSR6E47DXP 914343169,1351.0,FREE_STANDING,"[2024, 10, 14]",1351.0,7.0,B,46.0,23.0,49.0,24.0,84.0,,53.3,1351.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343169,160.0,145.0,0.515,75.0,45.0,B,205.0,60.0,AEG,52.0,28.0,4.0,4.9,2024,10,14,3000,USD
LSR6E47DXE 914343168,1351.0,FREE_STANDING,"[2024, 10, 14]",1351.0,7.0,B,46.0,23.0,49.0,24.0,84.0,,53.3,1351.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343168,160.0,145.0,0.515,75.0,45.0,B,205.0,60.0,AEG,52.0,28.0,4.0,4.9,2024,10,14,3000,USD
LSR6E26DXE 914343118,1151.0,FREE_STANDING,"[2024, 10, 14]",1151.0,6.0,B,42.0,23.0,42.0,24.0,84.0,,53.5,1151.0,59.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343118,155.0,145.0,0.484,72.0,40.0,B,197.0,60.0,AEG,48.0,31.0,4.0,4.9,2024,10,14,3000,USD
LSR6E47DXC 914343167,1351.0,FREE_STANDING,"[2024, 10, 14]",1351.0,7.0,B,46.0,23.0,49.0,24.0,84.0,,53.3,1351.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343167,160.0,145.0,0.515,75.0,45.0,B,205.0,60.0,AEG,52.0,28.0,4.0,4.9,2024,10,14,2990,USD
BM3WFT3941B 457100006500,1351.0,FREE_STANDING,"[2024, 10, 11]",1351.0,9.0,B,25.0,23.0,58.0,24.0,85.0,0.0,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.49,75.0,49.0,A,228.0,60.0,Beko,49.0,24.0,4.0,4.9,2024,10,11,13.59,GBP
F4Y513GBLN1,1360.0,FREE_STANDING,"[2024, 10, 10]",1360.0,13.0,A,31.0,24.0,62.0,24.0,85.0,,44.9,1360.0,41.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.444,72.0,58.0,A,240.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,10,10,779.99,GBP
 F94X92WSTE,1350.0,FREE_STANDING,"[2024, 10, 10]",1350.0,9.0,B,26.0,25.0,57.0,24.0,85.0,2.0,53.8,1350.0,23.3,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,130.0,0.222,72.0,45.0,A,228.0,60.0,LG Electronics,22.0,25.0,4.0,5.0,2024,10,10,3000,USD
B3WBT691415W 7123984000,1351.0,BUILT_IN,"[2024, 10, 9]",1351.0,9.0,B,34.0,24.0,55.0,24.0,82.0,0.0,53.9,1351.0,51.5,A,0.5,0.5,http://support.beko.com,173.0,173.0,0.49,71.0,49.0,A,228.0,60.0,Beko,49.0,28.0,4.0,4.9,2024,10,9,0.73,GBP
F4WR700Y,1360.0,FREE_STANDING,"[2024, 10, 9]",1360.0,10.0,A,32.0,25.0,57.0,24.0,85.0,2.0,44.9,1360.0,46.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.462,71.0,52.0,A,239.0,60.0,LG Electronics,46.0,29.0,4.0,5.0,2024,10,9,499.99,USD
EW7F4482P 914495005,1400.0,FREE_STANDING,"[2024, 10, 7]",1400.0,8.0,B,31.0,23.0,58.0,24.0,85.0,,53.9,1400.0,46.6,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495005,165.0,160.0,0.424,72.0,42.0,A,215.0,60.0,Electrolux,42.0,26.0,4.0,4.9,2024,10,7,3000,USD
EFI853XY6U 914475306,1550.0,FREE_STANDING,"[2024, 10, 7]",1550.0,11.0,A,29.0,26.0,66.0,24.0,85.0,2.0,44.9,1550.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475306,179.0,179.0,0.475,76.0,51.0,A,239.0,60.0,Electrolux,48.0,28.0,4.0,4.9,2024,10,7,2999,USD
EW8F4492E 914495305,1400.0,FREE_STANDING,"[2024, 10, 7]",1400.0,9.0,B,31.0,24.0,58.0,12.0,85.0,,53.9,1400.0,46.6,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495305,170.0,160.0,0.443,72.0,46.0,A,228.0,60.0,Electrolux,44.0,25.0,4.0,4.9,2024,10,7,3000,USD
LR744PX4G 914501556,1351.0,FREE_STANDING,"[2024, 10, 7]",1351.0,10.5,B,38.0,23.0,64.0,24.0,85.0,,53.9,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501556,179.0,160.0,0.521,75.0,49.0,A,239.0,60.0,AEG,52.0,36.0,4.0,4.9,2024,10,7,599.99,USD
F4W11A,1350.0,FREE_STANDING,"[2024, 10, 4]",1350.0,11.0,A,37.0,25.0,57.0,24.0,85.0,2.0,44.9,1350.0,46.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,157.0,0.474,71.0,54.0,A,240.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,10,4,609.00,USD
F4WR7011,1350.0,FREE_STANDING,"[2024, 10, 4]",1350.0,11.0,A,37.0,25.0,57.0,24.0,85.0,2.0,44.9,1350.0,46.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,157.0,0.474,71.0,54.0,A,240.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,10,4,160,GBP
BM3WFT3941W 457100006400,1351.0,FREE_STANDING,"[2024, 10, 2]",1351.0,9.0,B,25.0,23.0,58.0,24.0,85.0,0.0,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.49,75.0,49.0,A,228.0,60.0,Beko,49.0,24.0,4.0,4.9,2024,10,2,13.59,GBP
WGH256ASFR,1580.0,FREE_STANDING,"[2024, 10, 1]",1600.0,10.0,A,31.0,23.0,63.0,24.0,85.0,2.0,44.1,1600.0,40.0,B,0.5,0.5,https://www.bosch-home.com/energylabel,178.0,175.0,0.395,75.0,48.0,A,235.0,60.0,Bosch,40.0,25.0,4.0,5.0,2024,10,1,583.99,GBP
WGB254A1GR,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,10.0,B,30.0,23.0,65.0,24.0,85.0,2.0,53.0,1400.0,30.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,175.0,165.0,0.304,70.0,48.0,A,235.0,60.0,Bosch,30.0,25.0,4.0,5.0,2024,10,1,1299,GBP
WGB254A1IT,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,10.0,B,30.0,23.0,65.0,24.0,85.0,2.0,53.0,1400.0,30.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,175.0,165.0,0.304,71.0,48.0,A,235.0,60.0,Bosch,30.0,25.0,4.0,5.0,2024,10,1,373.95,GBP
WGB254A2BY,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,10.0,B,30.0,23.0,65.0,24.0,85.0,2.0,53.0,1400.0,30.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,175.0,165.0,0.304,71.0,48.0,A,235.0,60.0,Bosch,30.0,25.0,4.0,5.0,2024,10,1,926.02,GBP
WGB256A2FR,1600.0,FREE_STANDING,"[2024, 10, 1]",1600.0,10.0,A,30.0,23.0,65.0,24.0,85.0,2.0,43.5,1600.0,35.8,B,0.5,0.5,https://www.bosch-home.com/energylabel,179.0,170.0,0.354,74.0,48.0,A,237.0,60.0,Bosch,35.0,25.0,4.0,5.0,2024,10,1,2350,USD
WGB256A41,1600.0,FREE_STANDING,"[2024, 10, 1]",1600.0,10.0,A,30.0,23.0,65.0,24.0,85.0,2.0,43.5,1600.0,35.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,179.0,170.0,0.354,72.0,48.0,A,237.0,60.0,Bosch,35.0,25.0,4.0,5.0,2024,10,1,2500,GBP
WGH254A0IT,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,10.0,B,30.0,22.0,63.0,24.0,85.0,2.0,53.0,1400.0,40.0,B,0.5,0.5,https://www.bosch-home.com/energylabel,178.0,175.0,0.395,73.0,48.0,A,235.0,60.0,Bosch,40.0,25.0,4.0,5.0,2024,10,1,855.54,USD
WGH254A0FR,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,10.0,B,30.0,22.0,63.0,24.0,85.0,2.0,53.0,1400.0,40.0,B,0.5,0.5,https://www.bosch-home.com/energylabel,178.0,175.0,0.395,73.0,48.0,A,235.0,60.0,Bosch,40.0,25.0,4.0,5.0,2024,10,1,3000,USD
WGB25401GR,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,10.0,B,30.0,23.0,65.0,24.0,85.0,2.0,53.0,1400.0,30.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,175.0,165.0,0.304,71.0,48.0,A,235.0,60.0,Bosch,30.0,25.0,4.0,5.0,2024,10,1,3000,USD
WGB244A2BY,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,9.0,B,27.0,22.0,65.0,24.0,85.0,2.0,53.0,1400.0,26.1,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,155.0,0.248,71.0,47.0,A,220.0,60.0,Bosch,25.0,24.0,4.0,5.0,2024,10,1,2320,GBP
WGB25402BY,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,10.0,B,30.0,23.0,65.0,24.0,85.0,2.0,53.0,1400.0,30.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,175.0,165.0,0.304,71.0,48.0,A,235.0,60.0,Bosch,30.0,25.0,4.0,5.0,2024,10,1,2500,GBP
WGB256A4BY,1600.0,FREE_STANDING,"[2024, 10, 1]",1600.0,10.0,A,30.0,23.0,65.0,24.0,85.0,2.0,43.5,1600.0,35.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,179.0,170.0,0.354,72.0,48.0,A,237.0,60.0,Bosch,35.0,25.0,4.0,5.0,2024,10,1,3000,USD
WGB256AWSN,1600.0,FREE_STANDING,"[2024, 10, 1]",1600.0,10.0,A,30.0,23.0,65.0,24.0,85.0,2.0,43.5,1600.0,35.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,179.0,170.0,0.354,72.0,48.0,A,237.0,60.0,Bosch,35.0,25.0,4.0,5.0,2024,10,1,1179,GBP
WGH2440SFR,1257.0,FREE_STANDING,"[2024, 10, 1]",1400.0,9.0,B,35.0,23.0,63.0,24.0,85.0,2.0,53.0,1400.0,41.5,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,160.0,0.395,72.0,50.0,A,228.0,60.0,Bosch,40.0,26.0,4.0,5.0,2024,10,1,1039.99,GBP
WUU28T6MFR,1351.0,FREE_STANDING,"[2024, 10, 1]",1351.0,9.0,B,38.0,22.0,63.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,72.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,10,1,655.00,GBP
WGB24459GR,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,9.0,B,27.0,22.0,65.0,24.0,85.0,2.0,53.0,1400.0,26.1,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,155.0,0.248,71.0,47.0,A,220.0,60.0,Bosch,25.0,24.0,4.0,5.0,2024,10,1,979,GBP
WGB24402IT,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,9.0,B,27.0,22.0,65.0,24.0,85.0,2.0,53.0,1400.0,26.1,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,155.0,0.248,71.0,47.0,A,220.0,60.0,Bosch,25.0,24.0,4.0,5.0,2024,10,1,2500,GBP
WGB254A1ES,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,10.0,B,30.0,23.0,65.0,24.0,85.0,2.0,53.0,1400.0,30.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,175.0,165.0,0.304,71.0,48.0,A,235.0,60.0,Bosch,30.0,25.0,4.0,5.0,2024,10,1,2300,USD
WGB254A0SN,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,10.0,B,30.0,23.0,65.0,24.0,85.0,2.0,53.0,1400.0,30.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,175.0,165.0,0.304,70.0,48.0,A,235.0,60.0,Bosch,30.0,25.0,4.0,5.0,2024,10,1,13326,GBP
WGB254ASTR,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,10.0,B,30.0,23.0,65.0,24.0,85.0,2.0,53.0,1400.0,30.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,175.0,165.0,0.304,71.0,48.0,A,235.0,60.0,Bosch,30.0,25.0,4.0,5.0,2024,10,1,1400,USD
WGB256091,1600.0,FREE_STANDING,"[2024, 10, 1]",1600.0,10.0,A,30.0,23.0,65.0,24.0,85.0,2.0,43.5,1600.0,35.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,179.0,170.0,0.354,72.0,48.0,A,237.0,60.0,Bosch,35.0,25.0,4.0,5.0,2024,10,1,1065,USD
WGH244A9NL,1257.0,FREE_STANDING,"[2024, 10, 1]",1400.0,9.0,B,35.0,23.0,63.0,24.0,85.0,2.0,53.0,1400.0,41.5,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,160.0,0.395,70.0,50.0,A,228.0,60.0,Bosch,40.0,26.0,4.0,5.0,2024,10,1,999.00,GBP
WGH256A0BY,1580.0,FREE_STANDING,"[2024, 10, 1]",1600.0,10.0,A,31.0,23.0,63.0,24.0,85.0,2.0,44.1,1600.0,40.0,B,0.5,0.5,https://www.bosch-home.com/energylabel,178.0,175.0,0.395,74.0,48.0,A,235.0,60.0,Bosch,40.0,25.0,4.0,5.0,2024,10,1,595.93,GBP
WGB25411GR,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,10.0,B,30.0,23.0,65.0,24.0,85.0,2.0,53.0,1400.0,30.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,175.0,165.0,0.304,71.0,48.0,A,235.0,60.0,Bosch,30.0,25.0,4.0,5.0,2024,10,1,999.00,GBP
WGB244A0SN,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,9.0,B,27.0,22.0,65.0,24.0,85.0,2.0,53.0,1400.0,26.1,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,155.0,0.248,70.0,47.0,A,220.0,60.0,Bosch,25.0,24.0,4.0,5.0,2024,10,1,6999,USD
WGB244A0ES,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,9.0,B,27.0,22.0,65.0,24.0,85.0,2.0,53.0,1400.0,26.1,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,155.0,0.248,70.0,47.0,A,220.0,60.0,Bosch,25.0,24.0,4.0,5.0,2024,10,1,1027.47,GBP
WGB254A1TR,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,10.0,B,30.0,23.0,65.0,24.0,85.0,2.0,53.0,1400.0,30.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,175.0,165.0,0.304,71.0,48.0,A,235.0,60.0,Bosch,30.0,25.0,4.0,5.0,2024,10,1,44999,USD
WGB256041,1600.0,FREE_STANDING,"[2024, 10, 1]",1600.0,10.0,A,30.0,23.0,65.0,24.0,85.0,2.0,43.5,1600.0,35.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,179.0,170.0,0.354,72.0,48.0,A,237.0,60.0,Bosch,35.0,25.0,4.0,5.0,2024,10,1,844.90,GBP
WGB2560X1,1600.0,FREE_STANDING,"[2024, 10, 1]",1600.0,10.0,A,30.0,23.0,65.0,24.0,85.0,2.0,43.5,1600.0,35.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,179.0,170.0,0.354,72.0,48.0,A,237.0,60.0,Bosch,35.0,25.0,4.0,5.0,2024,10,1,2049.00,GBP
WGE02400PL,1351.0,FREE_STANDING,"[2024, 10, 1]",1351.0,7.0,B,31.0,22.0,63.0,24.0,85.0,,52.9,1351.0,46.6,A,0.5,0.5,https://www.bosch-home.com/energylabel,130.0,120.0,0.402,72.0,44.0,A,175.0,60.0,Bosch,40.0,30.0,4.0,5.0,2024,10,1,1699.99,USD
WGE02410GR,1351.0,FREE_STANDING,"[2024, 10, 1]",1351.0,7.0,B,31.0,22.0,63.0,24.0,85.0,,52.9,1351.0,46.6,A,0.5,0.5,https://www.bosch-home.com/energylabel,130.0,120.0,0.402,72.0,44.0,A,175.0,60.0,Bosch,40.0,30.0,4.0,5.0,2024,10,1,3500,USD
WGB244A2FR,1400.0,FREE_STANDING,"[2024, 10, 1]",1400.0,9.0,B,27.0,22.0,65.0,24.0,85.0,2.0,53.0,1400.0,26.1,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,155.0,0.248,71.0,47.0,A,220.0,60.0,Bosch,25.0,24.0,4.0,5.0,2024,10,1,991,GBP
WGB256A1SN,1600.0,FREE_STANDING,"[2024, 10, 1]",1600.0,10.0,A,30.0,23.0,65.0,24.0,85.0,2.0,43.5,1600.0,35.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,179.0,170.0,0.354,72.0,48.0,A,237.0,60.0,Bosch,35.0,25.0,4.0,5.0,2024,10,1,9999,GBP
WGB256A91,1600.0,FREE_STANDING,"[2024, 10, 1]",1600.0,10.0,A,30.0,23.0,65.0,24.0,85.0,2.0,43.5,1600.0,35.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,179.0,170.0,0.354,72.0,48.0,A,237.0,60.0,Bosch,35.0,25.0,4.0,5.0,2024,10,1,2700,USD
LFR7294O2B 914501548,1351.0,FREE_STANDING,"[2024, 9, 30]",1351.0,9.0,B,35.0,23.0,64.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501548,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9,2024,9,30,3000,USD
LR9WW80409 914505606,1351.0,FREE_STANDING,"[2024, 9, 30]",1351.0,10.0,B,25.0,25.0,64.0,24.0,85.0,2.0,53.9,1351.0,20.6,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914505606,170.0,120.0,0.204,72.0,50.0,A,235.0,60.0,AEG,20.0,25.0,4.0,4.9,2024,9,30,3000,USD
LR7D410WY 914501560,1351.0,FREE_STANDING,"[2024, 9, 30]",1351.0,10.0,B,37.0,23.0,64.0,24.0,85.0,2.0,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501560,170.0,150.0,0.512,75.0,47.0,A,230.0,60.0,AEG,51.0,33.0,4.0,4.9,2024,9,30,2999,USD
EFI743WX4W 914496012,1351.0,FREE_STANDING,"[2024, 9, 30]",1351.0,10.5,B,38.0,23.0,66.0,24.0,85.0,,53.9,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496012,179.0,160.0,0.521,75.0,49.0,A,239.0,60.0,Electrolux,52.0,36.0,4.0,4.9,2024,9,30,2500,GBP
EN6T5732NB 913148509,1251.0,FREE_STANDING,"[2024, 9, 30]",1251.0,7.0,B,46.0,23.0,60.0,24.0,91.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148509,160.0,160.0,0.447,79.0,45.0,A,205.0,40.0,Electrolux,45.0,25.0,4.0,4.9,2024,9,30,2500,USD
LR7EW75400 914505111,1351.0,FREE_STANDING,"[2024, 9, 30]",1351.0,10.0,B,27.0,24.0,64.0,24.0,85.0,2.0,53.9,1351.0,31.0,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914505111,179.0,150.0,0.306,72.0,49.0,A,238.0,60.0,AEG,31.0,26.0,4.0,4.9,2024,9,30,3000,USD
LR8EW80409 914505409,1351.0,FREE_STANDING,"[2024, 9, 30]",1351.0,10.0,B,25.0,25.0,64.0,24.0,85.0,2.0,53.9,1351.0,25.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914505409,179.0,130.0,0.255,72.0,50.0,A,238.0,60.0,AEG,26.0,25.0,4.0,4.9,2024,9,30,3000,USD
BM3WFU39215WAR 7004440018,1151.0,FREE_STANDING,"[2024, 9, 30]",1151.0,9.0,B,34.0,24.0,55.0,24.0,85.0,,53.9,1151.0,51.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.49,74.0,49.0,A,228.0,60.0,Beko,49.0,28.0,4.0,4.9,2024,9,30,3500,USD
LR7GA70490 914501419,1351.0,FREE_STANDING,"[2024, 9, 30]",1351.0,9.0,B,35.0,24.0,58.0,24.0,85.0,,53.9,1351.0,41.4,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501419,173.0,170.0,0.394,72.0,45.0,A,228.0,60.0,AEG,39.0,28.0,4.0,4.9,2024,9,30,3500,USD
LTR6N40270 913143543,1151.0,FREE_STANDING,"[2024, 9, 30]",1151.0,7.0,B,46.0,23.0,60.0,24.0,90.0,,53.9,1151.0,59.7,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143543,160.0,160.0,0.515,78.0,45.0,B,205.0,40.0,AEG,52.0,25.0,4.0,4.9,2024,9,30,60784,USD
BM1WFSU36233WW 7004540003,1151.0,FREE_STANDING,"[2024, 9, 30]",1151.0,6.0,B,35.0,23.0,45.0,24.0,85.0,,53.9,1151.0,59.5,B,0.5,0.5,http://support.beko.com,155.0,155.0,0.482,74.0,43.0,B,197.0,60.0,Beko,48.0,24.0,4.0,4.9,2024,9,30,4000,USD
BM1WFU39225WPB 7004440020,1151.0,FREE_STANDING,"[2024, 9, 30]",1151.0,9.0,B,41.0,24.0,55.0,24.0,85.0,,53.9,1151.0,59.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.5660000000000001,76.0,49.0,B,228.0,60.0,Beko,57.0,33.0,4.0,4.9,2024,9,30,2500,GBP
LTR6N40260 913143542,1151.0,FREE_STANDING,"[2024, 9, 30]",1151.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.5,1151.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143542,155.0,155.0,0.484,78.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9,2024,9,30,44900,USD
BM3WFU410415WBDC 7004240016,1400.0,FREE_STANDING,"[2024, 9, 26]",1400.0,10.0,B,33.0,22.0,58.0,24.0,85.0,,53.9,1400.0,51.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.509,75.0,51.0,A,228.0,60.0,Beko,51.0,31.0,4.0,4.9,2024,9,26,13.59,GBP
BM3WFU49415WBDC 7004840054,1400.0,FREE_STANDING,"[2024, 9, 25]",1400.0,9.0,B,34.0,24.0,55.0,24.0,85.0,,53.9,1400.0,51.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.49,75.0,49.0,A,228.0,60.0,Beko,49.0,28.0,4.0,4.9,2024,9,25,13.59,GBP
BM1WFSU39223WA 7004440002,1151.0,FREE_STANDING,"[2024, 9, 25]",1151.0,9.0,B,41.0,24.0,55.0,24.0,85.0,,53.9,1151.0,59.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.5660000000000001,76.0,49.0,B,228.0,60.0,Beko,57.0,33.0,4.0,4.9,2024,9,25,13.59,GBP
R2-B11A3WE,1360.0,FREE_STANDING,"[2024, 9, 24]",1360.0,11.0,A,36.0,25.0,57.0,24.0,85.0,2.0,44.9,1360.0,46.7,A,0.5,0.5,https://www.lg.com/common/index.jsp,180.0,159.0,0.476,71.0,54.0,A,240.0,60.0,LG Electronics,48.0,29.0,4.0,5.0,2024,9,24,4000,USD
LFR7354O4B 914501558,1351.0,FREE_STANDING,"[2024, 9, 23]",1351.0,10.5,B,38.0,23.0,64.0,24.0,85.0,,53.9,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501558,179.0,160.0,0.521,75.0,49.0,A,239.0,60.0,AEG,52.0,36.0,4.0,4.9,2024,9,23,3000,USD
LFR7394O4B 914501559,1351.0,FREE_STANDING,"[2024, 9, 23]",1351.0,9.0,B,35.0,23.0,64.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501559,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9,2024,9,23,2500,USD
YFI7D43X4Q 914496412,1351.0,FREE_STANDING,"[2024, 9, 23]",1351.0,10.5,B,38.0,23.0,66.0,24.0,85.0,2.0,53.9,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496412,179.0,160.0,0.521,75.0,49.0,A,239.0,60.0,Electrolux,52.0,36.0,4.0,4.9,2024,9,23,3000,USD
EFI743VX4Q 914496411,1351.0,FREE_STANDING,"[2024, 9, 23]",1351.0,10.5,B,38.0,23.0,66.0,24.0,85.0,2.0,53.9,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496411,179.0,160.0,0.521,75.0,49.0,A,239.0,60.0,Electrolux,52.0,36.0,4.0,4.9,2024,9,23,3000,USD
LTR6E624K1 913143544,1151.0,FREE_STANDING,"[2024, 9, 23]",1151.0,6.0,B,47.0,25.0,60.0,24.0,90.0,,53.5,1151.0,79.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913143544,155.0,155.0,0.646,77.0,40.0,D,197.0,40.0,AEG,65.0,39.0,4.0,4.9,2024,9,23,4500,USD
BM1WFU36235WDC 7004540011,1151.0,FREE_STANDING,"[2024, 9, 18]",1151.0,6.0,B,35.0,23.0,45.0,24.0,85.0,,53.9,1151.0,59.5,B,0.5,0.5,http://support.beko.com,155.0,155.0,0.482,74.0,43.0,B,197.0,60.0,Beko,48.0,24.0,4.0,4.9,2024,9,18,3000,USD
